Upregulated
Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000012920	ENSRNOT00000018116	ENSRNOP00000018116	COL9A1	Col9a1	collagen, type IX, alpha 1 [Source:RGD Symbol;Acc:1309425]	-1.365863021	0.988961481	15	22
ENSRNOG00000019353	ENSRNOT00000026361	ENSRNOP00000026361	CTRL	Ctrl	chymotrypsin-like [Source:RGD Symbol;Acc:621501]	-1.365863021	0.988961481	15	22
ENSRNOG00000033192	ENSRNOT00000080677	ENSRNOP00000070547	OSMR	Osmr	oncostatin M receptor [Source:RGD Symbol;Acc:1302983]	-1.365863021	0.988961481	15	22
ENSRNOG00000055192	ENSRNOT00000081730	-	AABR07024641.1	AABR07024641.1	-	-1.365863021	0.988961481	15	22
ENSRNOG00000039476	ENSRNOT00000060497	ENSRNOP00000057239	PCDHB2	Pcdhb2	protocadherin beta 2 [Source:RGD Symbol;Acc:1563132]	-1.241852079	0.988973282	42	56
ENSRNOG00000009227	ENSRNOT00000012379	ENSRNOP00000012379	APLNR	Aplnr	apelin receptor [Source:RGD Symbol;Acc:621645]	-1.272867562	0.988982149	30	41
ENSRNOG00000015541	ENSRNOT00000021481	ENSRNOP00000021480	GNB3	Gnb3	guanine nucleotide binding protein (G protein), beta polypeptide 3 [Source:RGD Symbol;Acc:708344]	-1.272867562	0.988982149	30	41
ENSRNOG00000050792	ENSRNOT00000070792	ENSRNOP00000064253	TNFAIP6	Tnfaip6	tumor necrosis factor alpha induced protein 6 [Source:RGD Symbol;Acc:621359]	-1.272867562	0.988982149	30	41
ENSRNOG00000029988	ENSRNOT00000046772	ENSRNOP00000040955	LOC100361644	LOC100361644	ribosomal protein L36-like [Source:RGD Symbol;Acc:2319728]	-101.3710859	0.988982968	0	1.04
ENSRNOG00000025676	ENSRNOT00000014323	ENSRNOP00000014323	FAM198A	Fam198a	family with sequence similarity 198, member A [Source:RGD Symbol;Acc:1305157]	-1.260097171	0.988991843	34	46
ENSRNOG00000050476	ENSRNOT00000073121	ENSRNOP00000064439	AABR07002247.1	AABR07002247.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R4Y7]	-1.525009309	0.989022307	6.99	11.45
ENSRNOG00000008305	ENSRNOT00000011284	ENSRNOP00000011284	SC5D	Sc5d	sterol-C5-desaturase [Source:RGD Symbol;Acc:620775]	-1.202506907	0.989038526	3089	3988
ENSRNOG00000052818	ENSRNOT00000081356	ENSRNOP00000069481	AABR07012492.1	AABR07012492.1	-	-100.4059793	0.989054157	0	1.03
ENSRNOG00000021628	ENSRNOT00000006860	ENSRNOP00000006860	WDR89	Wdr89	WD repeat domain 89 [Source:RGD Symbol;Acc:1307393]	-1.215560789	0.989057937	59	77
ENSRNOG00000029529	ENSRNOT00000002334	ENSRNOP00000002334	LOC102551435	LOC102551435	endothelin-converting enzyme 2-like [Source:RGD Symbol;Acc:7732114]	-1.323447808	0.989116598	19	27
ENSRNOG00000039315	ENSRNOT00000020660	ENSRNOP00000020660	LOC499781	LOC499781	similar to CG17122-PA [Source:RGD Symbol;Acc:1560002]	-1.323447808	0.989116598	19	27
ENSRNOG00000015333	ENSRNOT00000020553	-	BOLA2	Bola2	bolA family member 2 [Source:RGD Symbol;Acc:1563585]	-99.44087268	0.989124893	0	1.02
ENSRNOG00000029082	ENSRNOT00000047044	ENSRNOP00000064766	RGD1566189	RGD1566189	similar to ferritin light chain [Source:RGD Symbol;Acc:1566189]	-99.44087268	0.989124893	0	1.02
ENSRNOG00000052667	ENSRNOT00000086839	-	RN60_17_0381.1	Rn60_17_0381.1	-	-99.44087268	0.989124893	0	1.02
ENSRNOG00000053708	ENSRNOT00000087093	-	AABR07063613.1	AABR07063613.1	-	-99.44087268	0.989124893	0	1.02
ENSRNOG00000023116	ENSRNOT00000032108	ENSRNOP00000029816	AGMO	Agmo	alkylglycerol monooxygenase [Source:RGD Symbol;Acc:1312038]	-1.223601992	0.989127335	51	67
ENSRNOG00000026488	ENSRNOT00000029230	ENSRNOP00000030640	GLTPD2	Gltpd2	glycolipid transfer protein domain containing 2 [Source:RGD Symbol;Acc:1560459]	-1.322957831	0.989128936	19	26.99
ENSRNOG00000000549	ENSRNOT00000000660	ENSRNOP00000000660	TSPYL1	Tspyl1	TSPY-like 1 [Source:RGD Symbol;Acc:1307726]	-1.201087743	0.989141142	2974	3835
ENSRNOG00000056207	ENSRNOT00000090451	ENSRNOP00000072041	CAPZA2	Capza2	capping protein (actin filament) muscle Z-line, alpha 2 [Source:RGD Symbol;Acc:1549770]	-1.207993506	0.989153564	3900	5058
ENSRNOG00000005003	ENSRNOT00000006942	ENSRNOP00000006942	PTPRN2	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:RGD Symbol;Acc:61904]	-1.203742123	0.989157153	3311	4279
ENSRNOG00000013794	ENSRNOT00000018622	ENSRNOP00000018622	RBP1	Rbp1	retinol binding protein 1, cellular [Source:RGD Symbol;Acc:3543]	-1.205351812	0.989157783	68	88
ENSRNOG00000003789	ENSRNOT00000005028	-	AABR07037054.1	AABR07037054.1	-	-98.47576609	0.989195178	0	1.01
ENSRNOG00000036588	ENSRNOT00000045446	ENSRNOP00000042277	LOC682512	LOC682512	similar to ribosomal protein L21 [Source:RGD Symbol;Acc:1597962]	-98.47576609	0.989195178	0	1.01
ENSRNOG00000058304	ENSRNOT00000087801	-	AABR07043626.2	AABR07043626.2	-	-98.47576609	0.989195178	0	1.01
ENSRNOG00000014060	ENSRNOT00000077963	ENSRNOP00000072543	MRAS	Mras	muscle RAS oncogene homolog [Source:RGD Symbol;Acc:3111]	-1.219492234	0.989203548	6053	7925
ENSRNOG00000011713	ENSRNOT00000015807	ENSRNOP00000015807	LOC691113	LOC691113	hypothetical protein LOC691113 [Source:RGD Symbol;Acc:1587471]	-1.276306323	0.989228581	27	37
ENSRNOG00000045960	ENSRNOT00000071366	ENSRNOP00000065957	-	-	-	-1.25070929	0.989230623	35	47
ENSRNOG00000003020	ENSRNOT00000004070	ENSRNOP00000004070	SLC25A47	Slc25a47	solute carrier family 25, member 47 [Source:RGD Symbol;Acc:1303247]	-1.551497477	0.98923324	6	10
ENSRNOG00000031769	ENSRNOT00000047889	ENSRNOP00000045588	CHCHD7	Chchd7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:RGD Symbol;Acc:1592689]	-1.551497477	0.98923324	6	10
ENSRNOG00000042825	ENSRNOT00000034741	ENSRNOP00000036953	CD300LE	Cd300le	Cd300 molecule-like family member E [Source:RGD Symbol;Acc:1305426]	-1.551497477	0.98923324	6	10
ENSRNOG00000054936	ENSRNOT00000091453	-	AABR07045400.1	AABR07045400.1	-	-1.551497477	0.98923324	6	10
ENSRNOG00000060193	ENSRNOT00000078446	ENSRNOP00000074239	2310007L24RIK	2310007L24Rik	RIKEN cDNA 2310007L24 gene [Source:MGI Symbol;Acc:MGI:1922823]	-1.551497477	0.98923324	6	10
ENSRNOG00000025648	ENSRNOT00000034289	ENSRNOP00000036519	DHRS7L1	Dhrs7l1	dehydrogenase/reductase (SDR family) member 7-like 1 [Source:RGD Symbol;Acc:1308036]	-1.449445227	0.989233597	9	14.01
ENSRNOG00000009004	ENSRNOT00000011932	ENSRNOP00000011932	LRRIQ4	Lrriq4	leucine-rich repeats and IQ motif containing 4 [Source:RGD Symbol;Acc:2323202]	-1.448411412	0.989250012	9	14
ENSRNOG00000031093	ENSRNOT00000050620	ENSRNOP00000044343	MOV10L1	Mov10l1	Mov10 RISC complex RNA helicase like 1 [Source:RGD Symbol;Acc:1304735]	-1.448411412	0.989250012	9	14
ENSRNOG00000000097	ENSRNOT00000073913	ENSRNOP00000064477	CD160	Cd160	CD160 molecule [Source:RGD Symbol;Acc:1563598]	-97.51065949	0.989265015	0	1
ENSRNOG00000000320	ENSRNOT00000000351	ENSRNOP00000000351	TIMM10B	Timm10b	translocase of inner mitochondrial membrane 10 homolog B (yeast) [Source:RGD Symbol;Acc:71097]	-97.51065949	0.989265015	0	1
ENSRNOG00000000405	ENSRNOT00000000456	ENSRNOP00000000456	VGLL2	Vgll2	vestigial-like family member 2 [Source:RGD Symbol;Acc:1311903]	-97.51065949	0.989265015	0	1
ENSRNOG00000000510	ENSRNOT00000085996	ENSRNOP00000073599	CLPS	Clps	colipase, pancreatic [Source:RGD Symbol;Acc:2363]	-97.51065949	0.989265015	0	1
ENSRNOG00000001165	ENSRNOT00000001540	ENSRNOP00000001540	TMPRSS3	Tmprss3	transmembrane protease, serine 3 [Source:RGD Symbol;Acc:1310135]	-97.51065949	0.989265015	0	1
ENSRNOG00000001226	ENSRNOT00000037297	-	RN60_20_0141.1	Rn60_20_0141.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000001839	ENSRNOT00000002517	ENSRNOP00000002517	VPREB2	Vpreb2	pre-B lymphocyte gene 2 [Source:RGD Symbol;Acc:1564601]	-97.51065949	0.989265015	0	1
ENSRNOG00000001869	ENSRNOT00000002553	ENSRNOP00000002553	RAB44	Rab44	RAB44, member RAS oncogene family [Source:RGD Symbol;Acc:1560150]	-97.51065949	0.989265015	0	1
ENSRNOG00000002583	ENSRNOT00000003495	ENSRNOP00000003495	SERPINB11	Serpinb11	serpin peptidase inhibitor, clade B (ovalbumin), member 11 [Source:RGD Symbol;Acc:1306497]	-97.51065949	0.989265015	0	1
ENSRNOG00000002616	ENSRNOT00000078422	ENSRNOP00000074218	SLC5A10	Slc5a10	solute carrier family 5 (sodium/sugar cotransporter), member 10 [Source:RGD Symbol;Acc:1305232]	-97.51065949	0.989265015	0	1
ENSRNOG00000002628	ENSRNOT00000080755	ENSRNOP00000069672	LOC100910563	LOC100910563	vomeronasal type-2 receptor 26-like [Source:RGD Symbol;Acc:6498010]	-97.51065949	0.989265015	0	1
ENSRNOG00000002936	ENSRNOT00000080486	ENSRNOP00000069830	GOLT1A	Golt1a	golgi transport 1A [Source:RGD Symbol;Acc:1566310]	-97.51065949	0.989265015	0	1
ENSRNOG00000002964	ENSRNOT00000003976	ENSRNOP00000003976	XCL1	Xcl1	chemokine (C motif) ligand 1 [Source:RGD Symbol;Acc:620452]	-97.51065949	0.989265015	0	1
ENSRNOG00000003409	ENSRNOT00000004529	ENSRNOP00000004529	LDOC1	Ldoc1	leucine zipper, down-regulated in cancer 1 [Source:RGD Symbol;Acc:1565644]	-97.51065949	0.989265015	0	1
ENSRNOG00000003601	ENSRNOT00000004815	ENSRNOP00000004815	RGD1564463	RGD1564463	similar to Mdes protein [Source:RGD Symbol;Acc:1564463]	-97.51065949	0.989265015	0	1
ENSRNOG00000003718	ENSRNOT00000005003	ENSRNOP00000005003	AMBN	Ambn	ameloblastin [Source:RGD Symbol;Acc:2101]	-97.51065949	0.989265015	0	1
ENSRNOG00000003902	ENSRNOT00000083910	ENSRNOP00000073219	FABP6	Fabp6	fatty acid binding protein 6, ileal [Source:RGD Symbol;Acc:2592]	-97.51065949	0.989265015	0	1
ENSRNOG00000004451	ENSRNOT00000005871	ENSRNOP00000005871	MC3R	Mc3r	melanocortin 3 receptor [Source:RGD Symbol;Acc:3056]	-97.51065949	0.989265015	0	1
ENSRNOG00000004470	ENSRNOT00000006106	ENSRNOP00000006106	IL24	Il24	interleukin 24 [Source:RGD Symbol;Acc:621484]	-97.51065949	0.989265015	0	1
ENSRNOG00000005420	ENSRNOT00000061871	ENSRNOP00000058587	ABCG8	Abcg8	ATP-binding cassette, subfamily G (WHITE), member 8 [Source:RGD Symbol;Acc:620300]	-97.51065949	0.989265015	0	1
ENSRNOG00000005665	ENSRNOT00000007474	ENSRNOP00000007474	AABR07041481.1	AABR07041481.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M4P7]	-97.51065949	0.989265015	0	1
ENSRNOG00000005687	ENSRNOT00000007967	ENSRNOP00000007967	SLC6A14	Slc6a14	solute carrier family 6 (amino acid transporter), member 14 [Source:RGD Symbol;Acc:1561810]	-97.51065949	0.989265015	0	1
ENSRNOG00000006098	ENSRNOT00000007978	ENSRNOP00000007978	SOX30	Sox30	SRY (sex determining region Y)-box 30 [Source:RGD Symbol;Acc:1586382]	-97.51065949	0.989265015	0	1
ENSRNOG00000006132	ENSRNOT00000041207	ENSRNOP00000047959	FAM71F1	Fam71f1	family with sequence similarity 71, member F1 [Source:RGD Symbol;Acc:1564147]	-97.51065949	0.989265015	0	1
ENSRNOG00000006486	ENSRNOT00000057869	ENSRNOP00000054678	REG1A	Reg1a	regenerating islet-derived 1 alpha [Source:RGD Symbol;Acc:3552]	-97.51065949	0.989265015	0	1
ENSRNOG00000006767	ENSRNOT00000008865	ENSRNOP00000008865	CST7	Cst7	cystatin F (leukocystatin) [Source:RGD Symbol;Acc:1309154]	-97.51065949	0.989265015	0	1
ENSRNOG00000006771	ENSRNOT00000008864	ENSRNOP00000008864	OLR729	Olr729	olfactory receptor 729 [Source:RGD Symbol;Acc:1333798]	-97.51065949	0.989265015	0	1
ENSRNOG00000006920	ENSRNOT00000009574	ENSRNOP00000009574	HTR3B	Htr3b	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic [Source:RGD Symbol;Acc:61820]	-97.51065949	0.989265015	0	1
ENSRNOG00000007243	ENSRNOT00000009573	ENSRNOP00000009573	HAVCR1	Havcr1	hepatitis A virus cellular receptor 1 [Source:RGD Symbol;Acc:708425]	-97.51065949	0.989265015	0	1
ENSRNOG00000007247	ENSRNOT00000009557	ENSRNOP00000009557	A2ML1	A2ml1	alpha-2-macroglobulin-like 1 [Source:RGD Symbol;Acc:1565709]	-97.51065949	0.989265015	0	1
ENSRNOG00000007601	ENSRNOT00000010106	ENSRNOP00000010106	INHBE	Inhbe	inhibin beta E [Source:RGD Symbol;Acc:621196]	-97.51065949	0.989265015	0	1
ENSRNOG00000007700	ENSRNOT00000010240	ENSRNOP00000010240	INHBC	Inhbc	inhibin beta C [Source:RGD Symbol;Acc:621194]	-97.51065949	0.989265015	0	1
ENSRNOG00000008153	ENSRNOT00000010792	ENSRNOP00000010792	CRTAM	Crtam	cytotoxic and regulatory T cell molecule [Source:RGD Symbol;Acc:1304602]	-97.51065949	0.989265015	0	1
ENSRNOG00000008518	ENSRNOT00000011295	ENSRNOP00000011295	GSG1	Gsg1	germ cell associated 1 [Source:RGD Symbol;Acc:1306546]	-97.51065949	0.989265015	0	1
ENSRNOG00000009031	ENSRNOT00000012212	ENSRNOP00000012212	GUCY2C	Gucy2c	guanylate cyclase 2C [Source:RGD Symbol;Acc:2771]	-97.51065949	0.989265015	0	1
ENSRNOG00000009177	ENSRNOT00000083561	ENSRNOP00000069343	FCER1A	Fcer1a	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide [Source:RGD Symbol;Acc:2597]	-97.51065949	0.989265015	0	1
ENSRNOG00000009193	ENSRNOT00000012308	ENSRNOP00000012308	LCTL	Lctl	lactase-like [Source:RGD Symbol;Acc:1305177]	-97.51065949	0.989265015	0	1
ENSRNOG00000009241	ENSRNOT00000029672	ENSRNOP00000031864	RGD1560291	RGD1560291	similar to NACHT, leucine rich repeat and PYD containing 4A [Source:RGD Symbol;Acc:1560291]	-97.51065949	0.989265015	0	1
ENSRNOG00000009488	ENSRNOT00000012819	ENSRNOP00000012819	CYP7A1	Cyp7a1	cytochrome P450, family 7, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:2482]	-97.51065949	0.989265015	0	1
ENSRNOG00000009736	ENSRNOT00000012914	ENSRNOP00000064362	A4GALT	A4galt	alpha 1,4-galactosyltransferase [Source:RGD Symbol;Acc:621583]	-97.51065949	0.989265015	0	1
ENSRNOG00000009738	ENSRNOT00000012906	ENSRNOP00000012906	LOC361108	LOC361108	similar to Ac2-086 [Source:RGD Symbol;Acc:1563122]	-97.51065949	0.989265015	0	1
ENSRNOG00000009855	ENSRNOT00000013138	ENSRNOP00000013138	SERPINA5	Serpina5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Source:RGD Symbol;Acc:619817]	-97.51065949	0.989265015	0	1
ENSRNOG00000010490	ENSRNOT00000014035	ENSRNOP00000014035	HES2	Hes2	hes family bHLH transcription factor 2 [Source:RGD Symbol;Acc:62082]	-97.51065949	0.989265015	0	1
ENSRNOG00000010885	ENSRNOT00000014514	ENSRNOP00000014513	ZYG11A	Zyg11a	zyg-11 family member A, cell cycle regulator [Source:RGD Symbol;Acc:1309582]	-97.51065949	0.989265015	0	1
ENSRNOG00000010906	ENSRNOT00000014865	ENSRNOP00000014865	CCL5	Ccl5	chemokine (C-C motif) ligand 5 [Source:RGD Symbol;Acc:69069]	-97.51065949	0.989265015	0	1
ENSRNOG00000011136	ENSRNOT00000014879	ENSRNOP00000014879	OSR2	Osr2	odd-skipped related transciption factor 2 [Source:RGD Symbol;Acc:1305812]	-97.51065949	0.989265015	0	1
ENSRNOG00000011178	ENSRNOT00000041617	ENSRNOP00000041732	LRP2BP	Lrp2bp	Lrp2 binding protein [Source:RGD Symbol;Acc:1305896]	-97.51065949	0.989265015	0	1
ENSRNOG00000011180	ENSRNOT00000015272	ENSRNOP00000015272	IRX5	Irx5	iroquois homeobox 5 [Source:RGD Symbol;Acc:1565518]	-97.51065949	0.989265015	0	1
ENSRNOG00000011616	ENSRNOT00000015733	ENSRNOP00000015733	SLC26A5	Slc26a5	solute carrier family 26 (anion exchanger), member 5 [Source:RGD Symbol;Acc:69334]	-97.51065949	0.989265015	0	1
ENSRNOG00000011642	ENSRNOT00000065053	ENSRNOP00000063362	TFAP2D	Tfap2d	transcription factor AP-2 delta [Source:RGD Symbol;Acc:1304864]	-97.51065949	0.989265015	0	1
ENSRNOG00000011748	ENSRNOT00000015712	ENSRNOP00000015712	S100A5	S100a5	S100 calcium binding protein A5 [Source:RGD Symbol;Acc:1308996]	-97.51065949	0.989265015	0	1
ENSRNOG00000011917	ENSRNOT00000015976	ENSRNOP00000015977	CD79B	Cd79b	Cd79b molecule, immunoglobulin-associated beta [Source:RGD Symbol;Acc:620012]	-97.51065949	0.989265015	0	1
ENSRNOG00000012345	ENSRNOT00000016461	-	LOC365287	LOC365287	similar to 60S ribosomal protein L26 [Source:RGD Symbol;Acc:1583786]	-97.51065949	0.989265015	0	1
ENSRNOG00000012448	ENSRNOT00000016656	ENSRNOP00000016656	CHRNB3	Chrnb3	cholinergic receptor, nicotinic, beta 3 (neuronal) [Source:RGD Symbol;Acc:621544]	-97.51065949	0.989265015	0	1
ENSRNOG00000012479	ENSRNOT00000017048	ENSRNOP00000017048	IMPG1	Impg1	interphotoreceptor matrix proteoglycan 1 [Source:RGD Symbol;Acc:620499]	-97.51065949	0.989265015	0	1
ENSRNOG00000013034	ENSRNOT00000017483	ENSRNOP00000017483	DUPD1	Dupd1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:RGD Symbol;Acc:1310229]	-97.51065949	0.989265015	0	1
ENSRNOG00000013382	ENSRNOT00000018042	ENSRNOP00000018042	PRSS3	Prss3	protease, serine, 3 [Source:RGD Symbol;Acc:708437]	-97.51065949	0.989265015	0	1
ENSRNOG00000013835	ENSRNOT00000018486	ENSRNOP00000018486	TIMM8A2	Timm8a2	translocase of inner mitochondrial membrane 8A2 [Source:RGD Symbol;Acc:1588172]	-97.51065949	0.989265015	0	1
ENSRNOG00000014054	ENSRNOT00000019209	ENSRNOP00000019209	ADAM7	Adam7	ADAM metallopeptidase domain 7 [Source:RGD Symbol;Acc:62032]	-97.51065949	0.989265015	0	1
ENSRNOG00000014253	ENSRNOT00000085811	ENSRNOP00000070907	PAX2	Pax2	paired box 2 [Source:RGD Symbol;Acc:1305568]	-97.51065949	0.989265015	0	1
ENSRNOG00000014787	ENSRNOT00000020090	ENSRNOP00000020090	CABP5	Cabp5	calcium binding protein 5 [Source:RGD Symbol;Acc:1308108]	-97.51065949	0.989265015	0	1
ENSRNOG00000014815	ENSRNOT00000065361	ENSRNOP00000063607	MYOZ2	Myoz2	myozenin 2 [Source:RGD Symbol;Acc:1307669]	-97.51065949	0.989265015	0	1
ENSRNOG00000014861	ENSRNOT00000019924	ENSRNOP00000019924	RNF183	Rnf183	ring finger protein 183 [Source:RGD Symbol;Acc:1564412]	-97.51065949	0.989265015	0	1
ENSRNOG00000015562	ENSRNOT00000021612	ENSRNOP00000021612	CDH17	Cdh17	cadherin 17 [Source:RGD Symbol;Acc:619748]	-97.51065949	0.989265015	0	1
ENSRNOG00000015806	ENSRNOT00000021161	ENSRNOP00000021161	AABR07032457.1	AABR07032457.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D4A9T8]	-97.51065949	0.989265015	0	1
ENSRNOG00000016312	ENSRNOT00000021919	ENSRNOP00000021918	CATSPER4	Catsper4	cation channel, sperm associated 4 [Source:RGD Symbol;Acc:1565213]	-97.51065949	0.989265015	0	1
ENSRNOG00000016681	ENSRNOT00000022347	ENSRNOP00000022347	MC2R	Mc2r	melanocortin 2 receptor (adrenocorticotropic hormone) [Source:RGD Symbol;Acc:628649]	-97.51065949	0.989265015	0	1
ENSRNOG00000016953	ENSRNOT00000022749	ENSRNOP00000022749	CHST4	Chst4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 [Source:RGD Symbol;Acc:1310798]	-97.51065949	0.989265015	0	1
ENSRNOG00000017019	ENSRNOT00000022953	ENSRNOP00000022953	LMX1B	Lmx1b	LIM homeobox transcription factor 1 beta [Source:RGD Symbol;Acc:620843]	-97.51065949	0.989265015	0	1
ENSRNOG00000017234	ENSRNOT00000023147	ENSRNOP00000065459	OLR155	Olr155	olfactory receptor 155 [Source:RGD Symbol;Acc:1332954]	-97.51065949	0.989265015	0	1
ENSRNOG00000017246	ENSRNOT00000077096	ENSRNOP00000072027	ADAD1	Adad1	adenosine deaminase domain containing 1 (testis specific) [Source:RGD Symbol;Acc:1359309]	-97.51065949	0.989265015	0	1
ENSRNOG00000017514	ENSRNOT00000023622	ENSRNOP00000023622	BTN1A1	Btn1a1	butyrophilin, subfamily 1, member A1 [Source:RGD Symbol;Acc:1306984]	-97.51065949	0.989265015	0	1
ENSRNOG00000017756	ENSRNOT00000023946	ENSRNOP00000023946	MMP21	Mmp21	matrix metallopeptidase 21 [Source:RGD Symbol;Acc:1309332]	-97.51065949	0.989265015	0	1
ENSRNOG00000018185	ENSRNOT00000024733	ENSRNOP00000024733	SAG	Sag	S-antigen; retina and pineal gland (arrestin) [Source:RGD Symbol;Acc:3619]	-97.51065949	0.989265015	0	1
ENSRNOG00000018407	ENSRNOT00000024855	ENSRNOP00000024855	GJD4	Gjd4	gap junction protein, delta 4 [Source:RGD Symbol;Acc:628621]	-97.51065949	0.989265015	0	1
ENSRNOG00000018525	ENSRNOT00000025137	ENSRNOP00000025137	SLC4A9	Slc4a9	solute carrier family 4, sodium bicarbonate cotransporter, member 9 [Source:RGD Symbol;Acc:628811]	-97.51065949	0.989265015	0	1
ENSRNOG00000018541	ENSRNOT00000025003	ENSRNOP00000025003	OLR40	Olr40	olfactory receptor 40 [Source:RGD Symbol;Acc:1334204]	-97.51065949	0.989265015	0	1
ENSRNOG00000018834	ENSRNOT00000080944	ENSRNOP00000072638	SSTR5	Sstr5	somatostatin receptor 5 [Source:RGD Symbol;Acc:3765]	-97.51065949	0.989265015	0	1
ENSRNOG00000019074	ENSRNOT00000025910	ENSRNOP00000025910	ALOX12E	Alox12e	arachidonate 12-lipoxygenase, epidermal [Source:RGD Symbol;Acc:1307642]	-97.51065949	0.989265015	0	1
ENSRNOG00000019495	ENSRNOT00000026419	ENSRNOP00000026419	GBX2	Gbx2	gastrulation brain homeobox 2 [Source:RGD Symbol;Acc:621866]	-97.51065949	0.989265015	0	1
ENSRNOG00000019500	ENSRNOT00000026473	ENSRNOP00000026473	CYP1A1	Cyp1a1	cytochrome P450, family 1, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:2458]	-97.51065949	0.989265015	0	1
ENSRNOG00000020112	ENSRNOT00000027236	-	AABR07036567.1	AABR07036567.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000020251	ENSRNOT00000027427	ENSRNOP00000027427	ART1	Art1	ADP-ribosyltransferase 1 [Source:RGD Symbol;Acc:1304591]	-97.51065949	0.989265015	0	1
ENSRNOG00000020293	ENSRNOT00000027507	ENSRNOP00000027506	CHRNA10	Chrna10	cholinergic receptor, nicotinic, alpha 10 (neuronal) [Source:RGD Symbol;Acc:620142]	-97.51065949	0.989265015	0	1
ENSRNOG00000020399	ENSRNOT00000027647	ENSRNOP00000027647	LTB4R	Ltb4r	leukotriene B4 receptor [Source:RGD Symbol;Acc:620410]	-97.51065949	0.989265015	0	1
ENSRNOG00000021020	ENSRNOT00000028536	ENSRNOP00000028536	GPHA2	Gpha2	glycoprotein hormone alpha 2 [Source:RGD Symbol;Acc:621748]	-97.51065949	0.989265015	0	1
ENSRNOG00000021060	ENSRNOT00000075068	ENSRNOP00000066675	LOC100909893	LOC100909893	protein FAM187B-like [Source:RGD Symbol;Acc:6501427]	-97.51065949	0.989265015	0	1
ENSRNOG00000022081	ENSRNOT00000039868	-	DDI1	Ddi1	DNA-damage inducible 1 homolog 1 (S. cerevisiae) [Source:RGD Symbol;Acc:1559430]	-97.51065949	0.989265015	0	1
ENSRNOG00000022251	ENSRNOT00000029030	-	RN60_X_0748.1	Rn60_X_0748.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000022970	ENSRNOT00000011562	ENSRNOP00000011591	NKX2-8	Nkx2-8	NK2 homeobox 8 [Source:RGD Symbol;Acc:1310629]	-97.51065949	0.989265015	0	1
ENSRNOG00000022982	ENSRNOT00000038687	ENSRNOP00000038058	GAL3ST2	Gal3st2	galactose-3-O-sulfotransferase 2 [Source:RGD Symbol;Acc:1593854]	-97.51065949	0.989265015	0	1
ENSRNOG00000023427	ENSRNOT00000033233	ENSRNOP00000033330	ANO7	Ano7	anoctamin 7 [Source:RGD Symbol;Acc:1302987]	-97.51065949	0.989265015	0	1
ENSRNOG00000023474	ENSRNOT00000077532	ENSRNOP00000070802	DAZL	Dazl	deleted in azoospermia-like [Source:RGD Symbol;Acc:1591714]	-97.51065949	0.989265015	0	1
ENSRNOG00000023476	ENSRNOT00000032016	ENSRNOP00000035453	SLC16A5	Slc16a5	solute carrier family 16 (monocarboxylate transporter), member 5 [Source:RGD Symbol;Acc:1582896]	-97.51065949	0.989265015	0	1
ENSRNOG00000023497	ENSRNOT00000012637	ENSRNOP00000012637	FOXE1	Foxe1	forkhead box E1 [Source:RGD Symbol;Acc:621723]	-97.51065949	0.989265015	0	1
ENSRNOG00000024028	ENSRNOT00000012174	ENSRNOP00000012174	SPRR1A	Sprr1a	small proline-rich protein 1A [Source:RGD Symbol;Acc:1593163]	-97.51065949	0.989265015	0	1
ENSRNOG00000024030	ENSRNOT00000036328	ENSRNOP00000037009	GPR35	Gpr35	G protein-coupled receptor 35 [Source:RGD Symbol;Acc:1309404]	-97.51065949	0.989265015	0	1
ENSRNOG00000024517	ENSRNOT00000033619	ENSRNOP00000036164	GPR119	Gpr119	G protein-coupled receptor 119 [Source:RGD Symbol;Acc:727808]	-97.51065949	0.989265015	0	1
ENSRNOG00000024634	ENSRNOT00000029104	ENSRNOP00000030329	GBA3	Gba3	glucosidase, beta, acid 3 [Source:RGD Symbol;Acc:1309539]	-97.51065949	0.989265015	0	1
ENSRNOG00000025069	ENSRNOT00000035498	ENSRNOP00000036230	LY9	Ly9	lymphocyte antigen 9 [Source:RGD Symbol;Acc:1308341]	-97.51065949	0.989265015	0	1
ENSRNOG00000025571	ENSRNOT00000035044	ENSRNOP00000036434	IL19	Il19	interleukin 19 [Source:RGD Symbol;Acc:1583546]	-97.51065949	0.989265015	0	1
